"global_step","train-dgx_1nodo_semifreezed_0.000001_full - _step","train-dgx_1nodo_semifreezed_0.000001_full - _step__MIN","train-dgx_1nodo_semifreezed_0.000001_full - _step__MAX","train-dgx_1nodo_semifreezed_0.000001_full - losses/inner_action_loss","train-dgx_1nodo_semifreezed_0.000001_full - losses/inner_action_loss__MIN","train-dgx_1nodo_semifreezed_0.000001_full - losses/inner_action_loss__MAX","train-dgx_1nodo_semifreezed_0.00001_full - _step","train-dgx_1nodo_semifreezed_0.00001_full - _step__MIN","train-dgx_1nodo_semifreezed_0.00001_full - _step__MAX","train-dgx_1nodo_semifreezed_0.00001_full - losses/inner_action_loss","train-dgx_1nodo_semifreezed_0.00001_full - losses/inner_action_loss__MIN","train-dgx_1nodo_semifreezed_0.00001_full - losses/inner_action_loss__MAX","train-dgx_1nodo_semifreezed_0.0001_full - _step","train-dgx_1nodo_semifreezed_0.0001_full - _step__MIN","train-dgx_1nodo_semifreezed_0.0001_full - _step__MAX","train-dgx_1nodo_semifreezed_0.0001_full - losses/inner_action_loss","train-dgx_1nodo_semifreezed_0.0001_full - losses/inner_action_loss__MIN","train-dgx_1nodo_semifreezed_0.0001_full - losses/inner_action_loss__MAX","train-dgx_1nodo_freezed_full - _step","train-dgx_1nodo_freezed_full - _step__MIN","train-dgx_1nodo_freezed_full - _step__MAX","train-dgx_1nodo_freezed_full - losses/inner_action_loss","train-dgx_1nodo_freezed_full - losses/inner_action_loss__MIN","train-dgx_1nodo_freezed_full - losses/inner_action_loss__MAX"
"135407616","","","","","","","","","","","","","","","","","","","180605","180605","180605","0.13330293","0.13330293","0.13330293"
"135419904","","","","","","","","","","","","","","","","","","","180635","180635","180635","0.15394603","0.15394603","0.15394603"
"135424000","","","","","","","","","","","","","","","","","","","180645","180645","180645","0.15743127","0.15743127","0.15743127"
"135432192","","","","","","","","","","","","","","","","","","","180665","180665","180665","0.2773364","0.2773364","0.2773364"
"135452672","","","","","","","","","","","","","","","","","","","180715","180715","180715","0.2551966","0.2551966","0.2551966"
"135456768","","","","","","","","","","","","","","","","","","","180725","180725","180725","0.14639595","0.14639595","0.14639595"
"135473152","","","","","","","","","","","","","","","","","","","180765","180765","180765","0.14390862","0.14390862","0.14390862"
"135497728","","","","","","","","","","","","","","","","","","","180825","180825","180825","0.20846441","0.20846441","0.20846441"
"135518208","","","","","","","","","","","","","","","","","","","180875","180875","180875","0.17475238","0.17475238","0.17475238"
"135522304","","","","","","","","","","","","","","","","","","","180885","180885","180885","0.13934082","0.13934082","0.13934082"
"135526400","","","","","","","","","","","","","","","","","","","180895","180895","180895","0.14627533","0.14627533","0.14627533"
"135550976","","","","","","","","","","","","","","","","","","","180955","180955","180955","0.28577745","0.28577745","0.28577745"
"135555072","","","","","","","","","","","","","","","","","","","180965","180965","180965","0.14160614","0.14160614","0.14160614"
"135559168","","","","","","","","","","","","","","","","","","","180975","180975","180975","0.12393808","0.12393808","0.12393808"
"135571456","","","","","","","","","","","","","","","","","","","181005","181005","181005","0.17584074","0.17584074","0.17584074"
"135579648","","","","","","","","","","","","","","","","","","","181025","181025","181025","0.12218577","0.12218577","0.12218577"
"135587840","","","","","","","","","","","","","","","","","","","181045","181045","181045","0.15292162","0.15292162","0.15292162"
"135596032","","","","","","","","","","","","","","","","","","","181065","181065","181065","0.11915659","0.11915659","0.11915659"
"135600128","","","","","","","","","","","","","","","","","","","181075","181075","181075","0.106207624","0.106207624","0.106207624"
"135608320","","","","","","","","","","","","","","","","","","","181095","181095","181095","0.13111992","0.13111992","0.13111992"
"135616512","","","","","","","","","","","","","","","","","","","181115","181115","181115","0.16827798","0.16827798","0.16827798"
"135653376","","","","","","","","","","","","","","","","","","","181205","181205","181205","0.24533147","0.24533147","0.24533147"
"135657472","","","","","","","","","","","","","","","","","","","181215","181215","181215","0.31391972","0.31391972","0.31391972"
"135669760","","","","","","","","","","","","","","","","","","","181245","181245","181245","0.14331819","0.14331819","0.14331819"
"135677952","","","","","","","","","","","","","","","","","","","181265","181265","181265","0.23629162","0.23629162","0.23629162"
"135690240","","","","","","","","","","","","","","","","","","","181295","181295","181295","0.24721774","0.24721774","0.24721774"
"135694336","","","","","","","","","","","","","","","","","","","181305","181305","181305","0.212978","0.212978","0.212978"
"135698432","","","","","","","","","","","","","","","","","","","181315","181315","181315","0.19189689","0.19189689","0.19189689"
"135706624","","","","","","","","","","","","","","","","","","","181335","181335","181335","0.17141479","0.17141479","0.17141479"
"135710720","","","","","","","","","","","","","","","","","","","181345","181345","181345","0.17090365","0.17090365","0.17090365"
"135714816","","","","","","","","","","","","","","","","","","","181355","181355","181355","0.14908695","0.14908695","0.14908695"
"135723008","","","","","","","","","","","","","","","","","","","181375","181375","181375","0.18952501","0.18952501","0.18952501"
"135727104","","","","","","","","","","","","","","","","","","","181385","181385","181385","0.24819857","0.24819857","0.24819857"
"135735296","","","","","","","","","","","","","","","","","","","181405","181405","181405","0.15873027","0.15873027","0.15873027"
"135751680","","","","","","","","","","","","","","","","","","","181445","181445","181445","0.2426047","0.2426047","0.2426047"
"135755776","","","","","","","","","","","","","","","","","","","181455","181455","181455","0.19769762","0.19769762","0.19769762"
"135804928","","","","","","","","","","","","","","","","","","","181575","181575","181575","0.17139825","0.17139825","0.17139825"
"135825408","","","","","","","","","","","","","","","","","","","181625","181625","181625","0.14706883","0.14706883","0.14706883"
"135841792","","","","","","","","","","","","","","","","","","","181665","181665","181665","0.14153314","0.14153314","0.14153314"
"135845888","","","","","","","","","","","","","","","","","","","181675","181675","181675","0.131807","0.131807","0.131807"
"135849984","","","","","","","","","","","","","","","","","","","181685","181685","181685","0.16927129","0.16927129","0.16927129"
"135866368","","","","","","","","","","","","","","","","","","","181725","181725","181725","0.1448758","0.1448758","0.1448758"
"135878656","","","","","","","","","","","","","","","","","","","181755","181755","181755","0.1125419","0.1125419","0.1125419"
"135882752","","","","","","","","","","","","","","","","","","","181765","181765","181765","0.14654817","0.14654817","0.14654817"
"135895040","","","","","","","","","","","","","","","","","","","181795","181795","181795","0.20832554","0.20832554","0.20832554"
"135919616","","","","","","","","","","","","","","","","","","","181855","181855","181855","0.12570474","0.12570474","0.12570474"
"135936000","","","","","","","","","","","","","","","","","","","181895","181895","181895","0.13693655","0.13693655","0.13693655"
"135944192","","","","","","","","","","","","","","","","","","","181915","181915","181915","0.17646047","0.17646047","0.17646047"
"135952384","","","","","","","","","","","","","","","","","","","181935","181935","181935","0.23103268","0.23103268","0.23103268"
"135964672","","","","","","","","","","","","","","","","","","","181965","181965","181965","0.17956537","0.17956537","0.17956537"
"135968768","","","","","","","","","","","","","","","","","","","181975","181975","181975","0.24448223","0.24448223","0.24448223"
"136017920","","","","","","","","","","","","","","","","","","","182095","182095","182095","0.11464644","0.11464644","0.11464644"
"136030208","","","","","","","","","","","","","","","","","","","182125","182125","182125","0.09632023","0.09632023","0.09632023"
"136038400","","","","","","","","","","","","","","","","","","","182145","182145","182145","0.14142512","0.14142512","0.14142512"
"136042496","","","","","","","","","","","","","","","","","","","182155","182155","182155","0.11628255","0.11628255","0.11628255"
"136046592","","","","","","","","","","","","","","","","","","","182165","182165","182165","0.28541848","0.28541848","0.28541848"
"136050688","","","","","","","","","","","","","","","","","","","182175","182175","182175","0.24103606","0.24103606","0.24103606"
"136075264","","","","","","","","","","","","","","","","","","","182235","182235","182235","0.11923764","0.11923764","0.11923764"
"136087552","","","","","","","","","","","","","","","","","","","182265","182265","182265","0.20936768","0.20936768","0.20936768"
"136095744","","","","","","","","","","","","","","","","","","","182285","182285","182285","0.17786926","0.17786926","0.17786926"
"136099840","","","","","","","","","","","","","","","","","","","182295","182295","182295","0.31955668","0.31955668","0.31955668"
"136140800","","","","","","","","","","","","","","","","","","","182395","182395","182395","0.5171995","0.5171995","0.5171995"
"136144896","","","","","","","","","","","","","","","","","","","182405","182405","182405","0.2033143","0.2033143","0.2033143"
"136161280","","","","","","","","","","","","","","","","","","","182445","182445","182445","0.07725939","0.07725939","0.07725939"
"136177664","","","","","","","","","","","","","","","","","","","182485","182485","182485","0.097737215","0.097737215","0.097737215"
"136198144","","","","","","","","","","","","","","","","","","","182535","182535","182535","0.119363435","0.119363435","0.119363435"
"136210432","","","","","","","","","","","","","","","","","","","182565","182565","182565","0.18912096","0.18912096","0.18912096"
"136218624","","","","","","","","","","","","","","","","","","","182585","182585","182585","0.14602296","0.14602296","0.14602296"
"136247296","","","","","","","","","","","","","","","","","","","182655","182655","182655","0.15473497","0.15473497","0.15473497"
"136263680","","","","","","","","","","","","","","","","","","","182695","182695","182695","0.22035937","0.22035937","0.22035937"
"136271872","","","","","","","","","","","","","","","","","","","182715","182715","182715","0.13140604","0.13140604","0.13140604"
"136275968","","","","","","","","","","","","","","","","","","","182725","182725","182725","0.17599395","0.17599395","0.17599395"
"136280064","","","","","","","","","","","","","","","","","","","182735","182735","182735","0.14479287","0.14479287","0.14479287"
"136284160","","","","","","","","","","","","","","","","","","","182745","182745","182745","0.22923452","0.22923452","0.22923452"
"136296448","","","","","","","","","","","","","","","","","","","182775","182775","182775","0.15424585","0.15424585","0.15424585"
"136316928","","","","","","","","","","","","","","","","","","","182825","182825","182825","0.13978335","0.13978335","0.13978335"
"136325120","","","","","","","","","","","","","","","","","","","182845","182845","182845","0.17612219","0.17612219","0.17612219"
"136333312","","","","","","","","","","","","","","","","","","","182865","182865","182865","0.10909352","0.10909352","0.10909352"
"136345600","","","","","","","","","","","","","","","","","","","182895","182895","182895","0.18418598","0.18418598","0.18418598"
"136349696","","","","","","","","","","","","","","","","","","","182905","182905","182905","0.13630961","0.13630961","0.13630961"
"136357888","","","","","","","","","","","","","","","","","","","182925","182925","182925","0.13472602","0.13472602","0.13472602"
"136361984","","","","","","","","","","","","","","","","","","","182935","182935","182935","0.14966877","0.14966877","0.14966877"
"136374272","","","","","","","","","","","","","","","","","","","182965","182965","182965","0.16402721","0.16402721","0.16402721"
"136378368","","","","","","","","","","","","","","","","","","","182975","182975","182975","0.1250491","0.1250491","0.1250491"
"136386560","","","","","","","","","","","","","","","","","","","182995","182995","182995","0.13962807","0.13962807","0.13962807"
"136402944","","","","","","","","","","","","","","","","","","","183035","183035","183035","0.13144764","0.13144764","0.13144764"
"136423424","","","","","","","","","","","","","","","","","","","183085","183085","183085","0.21846373","0.21846373","0.21846373"
"136435712","","","","","","","","","","","","","","","","","","","183115","183115","183115","0.15668994","0.15668994","0.15668994"
"136443904","","","","","","","","","","","","","","","","","","","183135","183135","183135","0.09356533","0.09356533","0.09356533"
"136448000","","","","","","","","","","","","","","","","","","","183145","183145","183145","0.15211576","0.15211576","0.15211576"
"136452096","","","","","","","","","","","","","","","","","","","183155","183155","183155","0.15900946","0.15900946","0.15900946"
"136456192","","","","","","","","","","","","","","","","","","","183165","183165","183165","0.13375995","0.13375995","0.13375995"
"136464384","","","","","","","","","","","","","","","","","","","183185","183185","183185","0.18267247","0.18267247","0.18267247"
"136484864","","","","","","","","","","","","","","","","","","","183235","183235","183235","0.13684192","0.13684192","0.13684192"
"136505344","","","","","","","","","","","","","","","","","","","183285","183285","183285","0.20021641","0.20021641","0.20021641"
"136513536","","","","","","","","","","","","","","","","","","","183305","183305","183305","0.2962864","0.2962864","0.2962864"
"136521728","","","","","","","","","","","","","","","","","","","183325","183325","183325","0.11276469","0.11276469","0.11276469"
"136542208","","","","","","","","","","","","","","","","","","","183375","183375","183375","0.119752586","0.119752586","0.119752586"
"136558592","","","","","","","","","","","","","","","","","","","183415","183415","183415","0.12247881","0.12247881","0.12247881"
"136562688","","","","","","","","","","","","","","","","","","","183425","183425","183425","0.18256682","0.18256682","0.18256682"
"136587264","","","","","","","","","","","","","","","","","","","183485","183485","183485","0.17856151","0.17856151","0.17856151"
"136591360","","","","","","","","","","","","","","","","","","","183495","183495","183495","0.14917162","0.14917162","0.14917162"
"136603648","","","","","","","","","","","","","","","","","","","183525","183525","183525","0.13629872","0.13629872","0.13629872"
"136607744","","","","","","","","","","","","","","","","","","","183535","183535","183535","0.1634892","0.1634892","0.1634892"
"136620032","","","","","","","","","","","","","","","","","","","183565","183565","183565","0.14652865","0.14652865","0.14652865"
"136656896","","","","","","","","","","","","","","","","","","","183655","183655","183655","0.1086974","0.1086974","0.1086974"
"136681472","","","","","","","","","","","","","","","","","","","183715","183715","183715","0.13526365","0.13526365","0.13526365"
"136706048","","","","","","","","","","","","","","","","","","","183775","183775","183775","0.14242536","0.14242536","0.14242536"
"136718336","","","","","","","","","","","","","","","","","","","183805","183805","183805","0.18413118","0.18413118","0.18413118"
"136738816","","","","","","","","","","","","","","","","","","","183855","183855","183855","0.1708896","0.1708896","0.1708896"
"136747008","","","","","","","","","","","","","","","","","","","183875","183875","183875","0.16038945","0.16038945","0.16038945"
"136751104","","","","","","","","","","","","","","","","","","","183885","183885","183885","0.15491684","0.15491684","0.15491684"
"136783872","","","","","","","","","","","","","","","","","","","183965","183965","183965","0.10953837","0.10953837","0.10953837"
"136796160","","","","","","","","","","","","","","","","","","","183995","183995","183995","0.10351826","0.10351826","0.10351826"
"136800256","","","","","","","","","","","","","","","","","","","184005","184005","184005","0.19016774","0.19016774","0.19016774"
"136812544","","","","","","","","","","","","","","","","","","","184035","184035","184035","0.15103316","0.15103316","0.15103316"
"136828928","","","","","","","","","","","","","","","","","","","184075","184075","184075","0.18070662","0.18070662","0.18070662"
"136837120","","","","","","","","","","","","","","","","","","","184095","184095","184095","0.1342144","0.1342144","0.1342144"
"136841216","","","","","","","","","","","","","","","","","","","184105","184105","184105","0.14184351","0.14184351","0.14184351"
"136853504","","","","","","","","","","","","","","","","","","","184135","184135","184135","0.121712245","0.121712245","0.121712245"
"136878080","","","","","","","","","","","","","","","","","","","184195","184195","184195","0.10945053","0.10945053","0.10945053"
"136886272","","","","","","","","","","","","","","","","","","","184215","184215","184215","0.1095795","0.1095795","0.1095795"
"136914944","","","","","","","","","","","","","","","","","","","184285","184285","184285","0.16623276","0.16623276","0.16623276"
"136919040","","","","","","","","","","","","","","","","","","","184295","184295","184295","0.14197353","0.14197353","0.14197353"
"136927232","","","","","","","","","","","","","","","","","","","184315","184315","184315","0.13771084","0.13771084","0.13771084"
"136939520","","","","","","","","","","","","","","","","","","","184345","184345","184345","0.12108172","0.12108172","0.12108172"
"136951808","","","","","","","","","","","","","","","","","","","184375","184375","184375","0.21213529","0.21213529","0.21213529"
"136972288","","","","","","","","","","","","","","","","","","","184425","184425","184425","0.18122624","0.18122624","0.18122624"
"136988672","","","","","","","","","","","","","","","","","","","184465","184465","184465","0.17860353","0.17860353","0.17860353"
"137009152","","","","","","","","","","","","","","","","","","","184515","184515","184515","0.16417867","0.16417867","0.16417867"
"137013248","","","","","","","","","","","","","","","","","","","184525","184525","184525","0.18046823","0.18046823","0.18046823"
"137017344","","","","","","","","","","","","","","","","","","","184535","184535","184535","0.108617365","0.108617365","0.108617365"
"137029632","","","","","","","","","","","","","","","","","","","184565","184565","184565","0.32279372","0.32279372","0.32279372"
"137037824","","","","","","","","","","","","","","","","","","","184585","184585","184585","0.25820422","0.25820422","0.25820422"
"137046016","","","","","","","","","","","","","","","","","","","184605","184605","184605","0.28127712","0.28127712","0.28127712"
"137050112","","","","","","","","","","","","","","","","","","","184615","184615","184615","0.19549145","0.19549145","0.19549145"
"137054208","","","","","","","","","","","","","","","","","","","184625","184625","184625","0.22003582","0.22003582","0.22003582"
"137058304","","","","","","","","","","","","","","","","","","","184635","184635","184635","0.1977588","0.1977588","0.1977588"
"137070592","","","","","","","","","","","","","","","","","","","184665","184665","184665","0.16310391","0.16310391","0.16310391"
"137074688","","","","","","","","","","","","","","","","","","","184675","184675","184675","0.14278066","0.14278066","0.14278066"
"137091072","","","","","","","","","","","","","","","","","","","184715","184715","184715","0.14721769","0.14721769","0.14721769"
"137099264","","","","","","","","","","","","","","","","","","","184735","184735","184735","0.17190921","0.17190921","0.17190921"
"137103360","","","","","","","","","","","","","","","","","","","184745","184745","184745","0.18153037","0.18153037","0.18153037"
"137115648","","","","","","","","","","","","","","","","","","","184775","184775","184775","0.43632737","0.43632737","0.43632737"
"137123840","","","","","","","","","","","","","","","","","","","184795","184795","184795","0.12255255","0.12255255","0.12255255"
"137136128","","","","","","","","","","","","","","","","","","","184825","184825","184825","0.18962103","0.18962103","0.18962103"
"137140224","","","","","","","","","","","","","","","","","","","184835","184835","184835","0.1383033","0.1383033","0.1383033"
"137144320","","","","","","","","","","","","","","","","","","","184845","184845","184845","0.13556337","0.13556337","0.13556337"
"137156608","","","","","","","","","","","","","","","","","","","184875","184875","184875","0.16779241","0.16779241","0.16779241"
"137181184","","","","","","","","","","","","","","","","","","","184935","184935","184935","0.13123536","0.13123536","0.13123536"
"137197568","","","","","","","","","","","","","","","","","","","184975","184975","184975","0.113688946","0.113688946","0.113688946"
"137209856","","","","","","","","","","","","","","","","","","","185005","185005","185005","0.20085824","0.20085824","0.20085824"
"137213952","","","","","","","","","","","","","","","","","","","185015","185015","185015","0.16858801","0.16858801","0.16858801"
"137230336","","","","","","","","","","","","","","","","","","","185055","185055","185055","0.15454468","0.15454468","0.15454468"
"137238528","","","","","","","","","","","","","","","","","","","185075","185075","185075","0.13634777","0.13634777","0.13634777"
"137246720","","","","","","","","","","","","","","","","","","","185095","185095","185095","0.106045485","0.106045485","0.106045485"
"137287680","","","","","","","","","","","","","","","","","","","185195","185195","185195","0.16661008","0.16661008","0.16661008"
"137312256","","","","","","","","","","","","","","","","","","","185255","185255","185255","0.21425368","0.21425368","0.21425368"
"137340928","","","","","","","","","","","","","","","","","","","185325","185325","185325","0.17356037","0.17356037","0.17356037"
"137345024","","","","","","","","","","","","","","","","","","","185335","185335","185335","0.21500514","0.21500514","0.21500514"
"137377792","","","","","","","","","","","","","","","","","","","185415","185415","185415","0.12917772","0.12917772","0.12917772"
"137398272","","","","","","","","","","","","","","","","","","","185465","185465","185465","0.17314863","0.17314863","0.17314863"
"137406464","","","","","","","","","","","","","","","","","","","185485","185485","185485","0.16180588","0.16180588","0.16180588"
"137414656","","","","","","","","","","","","","","","","","","","185505","185505","185505","0.14455321","0.14455321","0.14455321"
"137418752","","","","","","","","","","","","","","","","","","","185515","185515","185515","0.17547622","0.17547622","0.17547622"
"137422848","","","","","","","","","","","","","","","","","","","185525","185525","185525","0.15954377","0.15954377","0.15954377"
"137435136","","","","","","","","","","","","","","","","","","","185555","185555","185555","0.17728248","0.17728248","0.17728248"
"137447424","","","","","","","","","","","","","","","","","","","185585","185585","185585","0.104709625","0.104709625","0.104709625"
"137451520","","","","","","","","","","","","","","","","","","","185595","185595","185595","0.13987198","0.13987198","0.13987198"
"137455616","","","","","","","","","","","","","","","","","","","185605","185605","185605","0.2079355","0.2079355","0.2079355"
"137476096","","","","","","","","","","","","","","","","","","","185655","185655","185655","0.16120607","0.16120607","0.16120607"
"137488384","","","","","","","","","","","","","","","","","","","185685","185685","185685","0.20338814","0.20338814","0.20338814"
"137492480","","","","","","","","","","","","","","","","","","","185695","185695","185695","0.20001902","0.20001902","0.20001902"
"137496576","","","","","","","","","","","","","","","","","","","185705","185705","185705","0.21048686","0.21048686","0.21048686"
"137537536","","","","","","","","","","","","","","","","","","","185805","185805","185805","0.20632043","0.20632043","0.20632043"
"137541632","","","","","","","","","","","","","","","","","","","185815","185815","185815","0.18074085","0.18074085","0.18074085"
"137545728","","","","","","","","","","","","","","","","","","","185825","185825","185825","0.17954376","0.17954376","0.17954376"
"137549824","","","","","","","","","","","","","","","","","","","185835","185835","185835","0.14577223","0.14577223","0.14577223"
"137558016","","","","","","","","","","","","","","","","","","","185855","185855","185855","0.16826925","0.16826925","0.16826925"
"137566208","","","","","","","","","","","","","","","","","","","185875","185875","185875","0.12480119","0.12480119","0.12480119"
"137570304","","","","","","","","","","","","","","","","","","","185885","185885","185885","0.106183484","0.106183484","0.106183484"
"137586688","","","","","","","","","","","","","","","","","","","185925","185925","185925","0.13198233","0.13198233","0.13198233"
"137603072","","","","","","","","","","","","","","","","","","","185965","185965","185965","0.11333899","0.11333899","0.11333899"
"137615360","","","","","","","","","","","","","","","","","","","185995","185995","185995","0.15356183","0.15356183","0.15356183"
"137623552","","","","","","","","","","","","","","","","","","","186015","186015","186015","0.14820677","0.14820677","0.14820677"
"137644032","","","","","","","","","","","","","","","","","","","186065","186065","186065","0.13627113","0.13627113","0.13627113"
"137648128","","","","","","","","","","","","","","","","","","","186075","186075","186075","0.17548777","0.17548777","0.17548777"
"137656320","","","","","","","","","","","","","","","","","","","186095","186095","186095","0.42290384","0.42290384","0.42290384"
"137668608","","","","","","","","","","","","","","","","","","","186125","186125","186125","0.12996055","0.12996055","0.12996055"
"137672704","","","","","","","","","","","","","","","","","","","186135","186135","186135","0.13665614","0.13665614","0.13665614"
"137701376","","","","","","","","","","","","","","","","","","","186205","186205","186205","0.2282844","0.2282844","0.2282844"
"137705472","","","","","","","","","","","","","","","","","","","186215","186215","186215","0.14645772","0.14645772","0.14645772"
"137730048","","","","","","","","","","","","","","","","","","","186275","186275","186275","0.14663187","0.14663187","0.14663187"
"137734144","","","","","","","","","","","","","","","","","","","186285","186285","186285","0.15659447","0.15659447","0.15659447"
"137762816","","","","","","","","","","","","","","","","","","","186355","186355","186355","0.23275888","0.23275888","0.23275888"
"137771008","","","","","","","","","","","","","","","","","","","186375","186375","186375","0.19616146","0.19616146","0.19616146"
"137775104","","","","","","","","","","","","","","","","","","","186385","186385","186385","0.18623583","0.18623583","0.18623583"
"137779200","","","","","","","","","","","","","","","","","","","186395","186395","186395","0.1887353","0.1887353","0.1887353"
"137787392","","","","","","","","","","","","","","","","","","","186415","186415","186415","0.12791742","0.12791742","0.12791742"
"137803776","","","","","","","","","","","","","","","","","","","186455","186455","186455","0.15184504","0.15184504","0.15184504"
"137807872","","","","","","","","","","","","","","","","","","","186465","186465","186465","0.112427235","0.112427235","0.112427235"
"137811968","","","","","","","","","","","","","","","","","","","186475","186475","186475","0.14135852","0.14135852","0.14135852"
"137816064","","","","","","","","","","","","","","","","","","","186485","186485","186485","0.22094774","0.22094774","0.22094774"
"137824256","","","","","","","","","","","","","","","","","","","186505","186505","186505","0.16014543","0.16014543","0.16014543"
"137832448","","","","","","","","","","","","","","","","","","","186525","186525","186525","0.12918633","0.12918633","0.12918633"
"137857024","","","","","","","","","","","","","","","","","","","186585","186585","186585","0.13036525","0.13036525","0.13036525"
"137865216","","","","","","","","","","","","","","","","","","","186605","186605","186605","0.2033236","0.2033236","0.2033236"
"137869312","","","","","","","","","","","","","","","","","","","186615","186615","186615","0.16932619","0.16932619","0.16932619"
"137873408","","","","","","","","","","","","","","","","","","","186625","186625","186625","0.2703076","0.2703076","0.2703076"
"137877504","","","","","","","","","","","","","","","","","","","186635","186635","186635","0.2677182","0.2677182","0.2677182"
"137889792","","","","","","","","","","","","","","","","","","","186665","186665","186665","0.11344709","0.11344709","0.11344709"
"137897984","","","","","","","","","","","","","","","","","","","186685","186685","186685","0.10687701","0.10687701","0.10687701"
"137930752","","","","","","","","","","","","","","","","","","","186765","186765","186765","0.23705134","0.23705134","0.23705134"
"137938944","","","","","","","","","","","","","","","","","","","186785","186785","186785","0.14035189","0.14035189","0.14035189"
"137947136","","","","","","","","","","","","","","","","","","","186805","186805","186805","0.14348097","0.14348097","0.14348097"
"137959424","","","","","","","","","","","","","","","","","","","186835","186835","186835","0.13864172","0.13864172","0.13864172"
"137963520","","","","","","","","","","","","","","","","","","","186845","186845","186845","0.14351496","0.14351496","0.14351496"
"137967616","","","","","","","","","","","","","","","","","","","186855","186855","186855","0.13809144","0.13809144","0.13809144"
"137975808","","","","","","","","","","","","","","","","","","","186875","186875","186875","0.12388708","0.12388708","0.12388708"
"137988096","","","","","","","","","","","","","","","","","","","186905","186905","186905","0.09035025","0.09035025","0.09035025"
"138016768","","","","","","","","","","","","","","","","","","","186975","186975","186975","0.13120446","0.13120446","0.13120446"
"138041344","","","","","","","","","","","","","","","","","","","187035","187035","187035","0.18056193","0.18056193","0.18056193"
"138086400","","","","","","","","","","","","","","","","","","","187145","187145","187145","0.11368542","0.11368542","0.11368542"
"138094592","","","","","","","","","","","","","","","","","","","187165","187165","187165","0.16027287","0.16027287","0.16027287"
"138106880","","","","","","","","","","","","","","","","","","","187195","187195","187195","0.115133785","0.115133785","0.115133785"
"138115072","","","","","","","","","","","","","","","","","","","187215","187215","187215","0.16987923","0.16987923","0.16987923"
"138119168","","","","","","","","","","","","","","","","","","","187225","187225","187225","0.27707878","0.27707878","0.27707878"
"138143744","","","","","","","","","","","","","","","","","","","187285","187285","187285","0.18036623","0.18036623","0.18036623"
"138147840","","","","","","","","","","","","","","","","","","","187295","187295","187295","0.19343144","0.19343144","0.19343144"
"138168320","","","","","","","","","","","","","","","","","","","187345","187345","187345","0.21856725","0.21856725","0.21856725"
"138180608","","","","","","","","","","","","","","","","","","","187375","187375","187375","0.19046077","0.19046077","0.19046077"
"138209280","","","","","","","","","","","","","","","","","","","187445","187445","187445","0.2865171","0.2865171","0.2865171"
"138221568","","","","","","","","","","","","","","","","","","","187475","187475","187475","0.18076913","0.18076913","0.18076913"
"138242048","","","","","","","","","","","","","","","","","","","187525","187525","187525","0.13681407","0.13681407","0.13681407"
"138246144","","","","","","","","","","","","","","","","","","","187535","187535","187535","0.25404936","0.25404936","0.25404936"
"138262528","","","","","","","","","","","","","","","","","","","187575","187575","187575","0.13353842","0.13353842","0.13353842"
"138266624","","","","","","","","","","","","","","","","","","","187585","187585","187585","0.14757116","0.14757116","0.14757116"
"138283008","","","","","","","","","","","","","","","","","","","187625","187625","187625","0.24522154","0.24522154","0.24522154"
"138287104","","","","","","","","","","","","","","","","","","","187635","187635","187635","0.18274218","0.18274218","0.18274218"
"138299392","","","","","","","","","","","","","","","","","","","187665","187665","187665","0.1848854","0.1848854","0.1848854"
"138319872","","","","","","","","","","","","","","","","","","","187715","187715","187715","0.15158173","0.15158173","0.15158173"
"138344448","","","","","","","","","","","","","","","","","","","187775","187775","187775","0.1295723","0.1295723","0.1295723"
"138414080","","","","","","","","","","","","","","","","","","","187945","187945","187945","0.20182832","0.20182832","0.20182832"
"138438656","","","","","","","","","","","","","","","","","","","188005","188005","188005","0.16121419","0.16121419","0.16121419"
"138446848","","","","","","","","","","","","","","","","","","","188025","188025","188025","0.19317144","0.19317144","0.19317144"
"138455040","","","","","","","","","","","","","","","","","","","188045","188045","188045","0.13650385","0.13650385","0.13650385"
"138459136","","","","","","","","","","","","","","","","","","","188055","188055","188055","0.15975562","0.15975562","0.15975562"
"138471424","","","","","","","","","","","","","","","","","","","188085","188085","188085","0.20792589","0.20792589","0.20792589"
"138496000","","","","","","","","","","","","","","","","","","","188145","188145","188145","0.1233424","0.1233424","0.1233424"
"138512384","","","","","","","","","","","","","","","","","","","188185","188185","188185","0.17389408","0.17389408","0.17389408"
"138524672","","","","","","","","","","","","","","","","","","","188215","188215","188215","0.11825767","0.11825767","0.11825767"
"138536960","","","","","","","","","","","","","","","","","","","188245","188245","188245","0.16303153","0.16303153","0.16303153"
"138541056","","","","","","","","","","","","","","","","","","","188255","188255","188255","0.27817005","0.27817005","0.27817005"
"138557440","","","","","","","","","","","","","","","","","","","188295","188295","188295","0.15481797","0.15481797","0.15481797"
"138561536","","","","","","","","","","","","","","","","","","","188305","188305","188305","0.19462866","0.19462866","0.19462866"
"138631168","","","","","","","","","","","","","","","","","","","188475","188475","188475","0.26811445","0.26811445","0.26811445"
"138647552","","","","","","","","","","","","","","","","","","","188515","188515","188515","0.16816881","0.16816881","0.16816881"
"138659840","","","","","","","","","","","","","","","","","","","188545","188545","188545","0.11402491","0.11402491","0.11402491"
"138688512","","","","","","","","","","","","","","","","","","","188615","188615","188615","0.18946695","0.18946695","0.18946695"
