"global_step","train-good_full_from_scratch_lr_3e5_beta_3 - _step","train-good_full_from_scratch_lr_3e5_beta_3 - _step__MIN","train-good_full_from_scratch_lr_3e5_beta_3 - _step__MAX","train-good_full_from_scratch_lr_3e5_beta_3 - losses/vf_loss","train-good_full_from_scratch_lr_3e5_beta_3 - losses/vf_loss__MIN","train-good_full_from_scratch_lr_3e5_beta_3 - losses/vf_loss__MAX","train-good_full_dataset_lr_3e6 - _step","train-good_full_dataset_lr_3e6 - _step__MIN","train-good_full_dataset_lr_3e6 - _step__MAX","train-good_full_dataset_lr_3e6 - losses/vf_loss","train-good_full_dataset_lr_3e6 - losses/vf_loss__MIN","train-good_full_dataset_lr_3e6 - losses/vf_loss__MAX","train-good_full_dataset_lr_3e4 - _step","train-good_full_dataset_lr_3e4 - _step__MIN","train-good_full_dataset_lr_3e4 - _step__MAX","train-good_full_dataset_lr_3e4 - losses/vf_loss","train-good_full_dataset_lr_3e4 - losses/vf_loss__MIN","train-good_full_dataset_lr_3e4 - losses/vf_loss__MAX"
"430080","419","419","419","0.01337688323110342","0.01337688323110342","0.01337688323110342","","","","","","","","","","","",""
"434664","","","","","","","458","458","458","0.12263061106204987","0.12263061106204987","0.12263061106204987","","","","","",""
"435656","","","","","","","459","459","459","0.11482391506433487","0.11482391506433487","0.11482391506433487","","","","","",""
"438672","","","","","","","462","462","462","0.09674258530139923","0.09674258530139923","0.09674258530139923","","","","","",""
"443404","","","","","","","467","467","467","0.10148736834526062","0.10148736834526062","0.10148736834526062","","","","","",""
"444748","","","","","","","","","","","","","445","445","445","0.030548281967639923","0.030548281967639923","0.030548281967639923"
"445096","","","","","","","469","469","469","0.08443333208560944","0.08443333208560944","0.08443333208560944","","","","","",""
"446464","435","435","435","0.02482277899980545","0.02482277899980545","0.02482277899980545","","","","","","","","","","","",""
"446712","","","","","","","","","","","","","447","447","447","0.02606913074851036","0.02606913074851036","0.02606913074851036"
"446740","","","","","","","471","471","471","0.11526022851467133","0.11526022851467133","0.11526022851467133","","","","","",""
"452768","","","","","","","","","","","","","453","453","453","0.031221220269799232","0.031221220269799232","0.031221220269799232"
"454728","","","","","","","480","480","480","0.08842960000038147","0.08842960000038147","0.08842960000038147","","","","","",""
"457192","","","","","","","483","483","483","0.10150112211704254","0.10150112211704254","0.10150112211704254","","","","","",""
"457824","","","","","","","","","","","","","458","458","458","0.03541230410337448","0.03541230410337448","0.03541230410337448"
"458840","","","","","","","485","485","485","0.12147660553455353","0.12147660553455353","0.12147660553455353","","","","","",""
"458844","","","","","","","","","","","","","459","459","459","0.032757632434368134","0.032757632434368134","0.032757632434368134"
"460592","","","","","","","487","487","487","0.10080212354660034","0.10080212354660034","0.10080212354660034","","","","","",""
"461828","","","","","","","","","","","","","462","462","462","0.03916960209608078","0.03916960209608078","0.03916960209608078"
"465348","","","","","","","492","492","492","0.11242952197790146","0.11242952197790146","0.11242952197790146","","","","","",""
"466900","","","","","","","","","","","","","467","467","467","0.023403385654091835","0.023403385654091835","0.023403385654091835"
"467232","","","","","","","494","494","494","0.11948485672473907","0.11948485672473907","0.11948485672473907","","","","","",""
"468932","","","","","","","","","","","","","469","469","469","0.047873713076114655","0.047873713076114655","0.047873713076114655"
"470128","","","","","","","497","497","497","0.08682224154472351","0.08682224154472351","0.08682224154472351","","","","","",""
"470932","","","","","","","","","","","","","471","471","471","0.0362008735537529","0.0362008735537529","0.0362008735537529"
"471912","","","","","","","499","499","499","0.15278199315071106","0.15278199315071106","0.15278199315071106","","","","","",""
"472064","460","460","460","0.024851860478520393","0.024851860478520393","0.024851860478520393","","","","","","","","","","","",""
"475816","","","","","","","503","503","503","0.12452833354473114","0.12452833354473114","0.12452833354473114","","","","","",""
"476160","464","464","464","0.022785689681768417","0.022785689681768417","0.022785689681768417","","","","","","","","","","","",""
"476664","","","","","","","504","504","504","0.10363385081291199","0.10363385081291199","0.10363385081291199","","","","","",""
"479232","467","467","467","0.02808789350092411","0.02808789350092411","0.02808789350092411","","","","","","","","","","","",""
"479380","","","","","","","507","507","507","0.11003986746072769","0.11003986746072769","0.11003986746072769","","","","","",""
"479776","","","","","","","","","","","","","480","480","480","0.026945939287543297","0.026945939287543297","0.026945939287543297"
"482600","","","","","","","","","","","","","483","483","483","0.03530259430408478","0.03530259430408478","0.03530259430408478"
"484524","","","","","","","","","","","","","485","485","485","0.032228417694568634","0.032228417694568634","0.032228417694568634"
"485544","","","","","","","","","","","","","486","486","486","0.04786812514066696","0.04786812514066696","0.04786812514066696"
"486564","","","","","","","","","","","","","487","487","487","0.03323221579194069","0.03323221579194069","0.03323221579194069"
"491572","","","","","","","","","","","","","492","492","492","0.036306753754615784","0.036306753754615784","0.036306753754615784"
"493020","","","","","","","522","522","522","0.09433912485837936","0.09433912485837936","0.09433912485837936","","","","","",""
"493552","","","","","","","","","","","","","494","494","494","0.03492899611592293","0.03492899611592293","0.03492899611592293"
"493568","481","481","481","0.022167300805449486","0.022167300805449486","0.022167300805449486","","","","","","","","","","","",""
"495616","483","483","483","0.02617638185620308","0.02617638185620308","0.02617638185620308","","","","","","","","","","","",""
"496548","","","","","","","","","","","","","497","497","497","0.03572220727801323","0.03572220727801323","0.03572220727801323"
"498340","","","","","","","","","","","","","499","499","499","0.08533686399459839","0.08533686399459839","0.08533686399459839"
"498476","","","","","","","528","528","528","0.09099062532186508","0.09099062532186508","0.09099062532186508","","","","","",""
"502052","","","","","","","532","532","532","0.09738277643918991","0.09738277643918991","0.09738277643918991","","","","","",""
"502128","","","","","","","","","","","","","503","503","503","0.03690266236662865","0.03690266236662865","0.03690266236662865"
"502784","490","490","490","0.02306252345442772","0.02306252345442772","0.02306252345442772","","","","","","","","","","","",""
"503152","","","","","","","","","","","","","504","504","504","0.03210342675447464","0.03210342675447464","0.03210342675447464"
"503808","491","491","491","0.019824398681521416","0.019824398681521416","0.019824398681521416","","","","","","","","","","","",""
"506220","","","","","","","","","","","","","507","507","507","0.03368000686168671","0.03368000686168671","0.03368000686168671"
"511872","","","","","","","543","543","543","0.12598684430122375","0.12598684430122375","0.12598684430122375","","","","","",""
"515072","502","502","502","0.02679286152124405","0.02679286152124405","0.02679286152124405","","","","","","","","","","","",""
"518368","","","","","","","550","550","550","0.09571529924869537","0.09571529924869537","0.09571529924869537","","","","","",""
"521364","","","","","","","","","","","","","522","522","522","0.027780666947364807","0.027780666947364807","0.027780666947364807"
"522888","","","","","","","555","555","555","0.09962289035320282","0.09962289035320282","0.09962289035320282","","","","","",""
"526512","","","","","","","559","559","559","0.12942689657211304","0.12942689657211304","0.12942689657211304","","","","","",""
"527392","","","","","","","","","","","","","528","528","528","0.020549342036247253","0.020549342036247253","0.020549342036247253"
"530432","517","517","517","0.03576183691620827","0.03576183691620827","0.03576183691620827","","","","","","","","","","","",""
"531404","","","","","","","","","","","","","532","532","532","0.036831650882959366","0.036831650882959366","0.036831650882959366"
"532768","","","","","","","566","566","566","0.09328187257051468","0.09328187257051468","0.09328187257051468","","","","","",""
"538648","","","","","","","572","572","572","0.1157139390707016","0.1157139390707016","0.1157139390707016","","","","","",""
"542380","","","","","","","","","","","","","543","543","543","0.03320334106683731","0.03320334106683731","0.03320334106683731"
"545680","","","","","","","579","579","579","0.09950290620326996","0.09950290620326996","0.09950290620326996","","","","","",""
"546704","","","","","","","580","580","580","0.11944038420915604","0.11944038420915604","0.11944038420915604","","","","","",""
"547840","534","534","534","0.03386954590678215","0.03386954590678215","0.03386954590678215","","","","","","","","","","","",""
"549308","","","","","","","","","","","","","550","550","550","0.03570808470249176","0.03570808470249176","0.03570808470249176"
"549728","","","","","","","583","583","583","0.11698196083307266","0.11698196083307266","0.11698196083307266","","","","","",""
"554324","","","","","","","","","","","","","555","555","555","0.04202703386545181","0.04202703386545181","0.04202703386545181"
"557652","","","","","","","591","591","591","0.1270001232624054","0.1270001232624054","0.1270001232624054","","","","","",""
"558356","","","","","","","","","","","","","559","559","559","0.029269922524690628","0.029269922524690628","0.029269922524690628"
"560516","","","","","","","594","594","594","0.12989336252212524","0.12989336252212524","0.12989336252212524","","","","","",""
"561412","","","","","","","595","595","595","0.1089143455028534","0.1089143455028534","0.1089143455028534","","","","","",""
"562176","548","548","548","0.025840971618890762","0.025840971618890762","0.025840971618890762","","","","","","","","","","","",""
"562404","","","","","","","","","","","","","563","563","563","0.031833235174417496","0.031833235174417496","0.031833235174417496"
"565248","551","551","551","0.02407434582710266","0.02407434582710266","0.02407434582710266","","","","","","","","","","","",""
"565404","","","","","","","","","","","","","566","566","566","0.03618861734867096","0.03618861734867096","0.03618861734867096"
"571456","","","","","","","","","","","","","572","572","572","0.02586551569402218","0.02586551569402218","0.02586551569402218"
"574640","","","","","","","609","609","609","0.09263449907302856","0.09263449907302856","0.09263449907302856","","","","","",""
"578396","","","","","","","","","","","","","579","579","579","0.03595064580440521","0.03595064580440521","0.03595064580440521"
"579384","","","","","","","","","","","","","580","580","580","0.025262583047151566","0.025262583047151566","0.025262583047151566"
"581480","","","","","","","616","616","616","0.10811562091112137","0.10811562091112137","0.10811562091112137","","","","","",""
"582448","","","","","","","","","","","","","583","583","583","0.040356554090976715","0.040356554090976715","0.040356554090976715"
"584064","","","","","","","619","619","619","0.08036130666732788","0.08036130666732788","0.08036130666732788","","","","","",""
"584704","570","570","570","0.0344744548201561","0.0344744548201561","0.0344744548201561","","","","","","","","","","","",""
"584888","","","","","","","620","620","620","0.10282323509454727","0.10282323509454727","0.10282323509454727","","","","","",""
"586532","","","","","","","622","622","622","0.10257060080766678","0.10257060080766678","0.10257060080766678","","","","","",""
"586752","572","572","572","0.031791578978300095","0.031791578978300095","0.031791578978300095","","","","","","","","","","","",""
"590516","","","","","","","","","","","","","591","591","591","0.03660689666867256","0.03660689666867256","0.03660689666867256"
"593572","","","","","","","","","","","","","594","594","594","0.0358915813267231","0.0358915813267231","0.0358915813267231"
"594584","","","","","","","","","","","","","595","595","595","0.029342342168092728","0.029342342168092728","0.029342342168092728"
"595564","","","","","","","","","","","","","596","596","596","0.03582815080881119","0.03582815080881119","0.03582815080881119"
"596188","","","","","","","632","632","632","0.12483599781990051","0.12483599781990051","0.12483599781990051","","","","","",""
"596556","","","","","","","","","","","","","597","597","597","0.029039660468697548","0.029039660468697548","0.029039660468697548"
"598016","583","583","583","0.017538394778966904","0.017538394778966904","0.017538394778966904","","","","","","","","","","","",""
"599040","584","584","584","0.03374392166733742","0.03374392166733742","0.03374392166733742","","","","","","","","","","","",""
"604160","589","589","589","0.03698381036520004","0.03698381036520004","0.03698381036520004","","","","","","","","","","","",""
"607232","592","592","592","0.028069624677300453","0.028069624677300453","0.028069624677300453","","","","","","","","","","","",""
"608176","","","","","","","644","644","644","0.09360641241073608","0.09360641241073608","0.09360641241073608","","","","","",""
"608396","","","","","","","","","","","","","609","609","609","0.02631532773375511","0.02631532773375511","0.02631532773375511"
"609844","","","","","","","646","646","646","0.1290668249130249","0.1290668249130249","0.1290668249130249","","","","","",""
"611352","","","","","","","","","","","","","612","612","612","0.03071073815226555","0.03071073815226555","0.03071073815226555"
"614400","599","599","599","0.03725287318229675","0.03725287318229675","0.03725287318229675","","","","","","","","","","","",""
"615324","","","","","","","","","","","","","616","616","616","0.02908991649746895","0.02908991649746895","0.02908991649746895"
"618340","","","","","","","","","","","","","619","619","619","0.035487789660692215","0.035487789660692215","0.035487789660692215"
"619292","","","","","","","","","","","","","620","620","620","0.03729287534952164","0.03729287534952164","0.03729287534952164"
"621280","","","","","","","","","","","","","622","622","622","0.02573024109005928","0.02573024109005928","0.02573024109005928"
"621568","606","606","606","0.04552111029624939","0.04552111029624939","0.04552111029624939","","","","","","","","","","","",""
"623156","","","","","","","661","661","661","0.1074143499135971","0.1074143499135971","0.1074143499135971","","","","","",""
"625120","","","","","","","663","663","663","0.14175796508789062","0.14175796508789062","0.14175796508789062","","","","","",""
"627088","","","","","","","665","665","665","0.1174868643283844","0.1174868643283844","0.1174868643283844","","","","","",""
"627712","612","612","612","0.028950653970241547","0.028950653970241547","0.028950653970241547","","","","","","","","","","","",""
"630112","","","","","","","668","668","668","0.08501515537500381","0.08501515537500381","0.08501515537500381","","","","","",""
"631340","","","","","","","","","","","","","632","632","632","0.0333777479827404","0.0333777479827404","0.0333777479827404"
"631932","","","","","","","670","670","670","0.10189307481050491","0.10189307481050491","0.10189307481050491","","","","","",""
"637428","","","","","","","","","","","","","638","638","638","0.03437004238367081","0.03437004238367081","0.03437004238367081"
"643072","627","627","627","0.03802619129419327","0.03802619129419327","0.03802619129419327","","","","","","","","","","","",""
"643380","","","","","","","","","","","","","644","644","644","0.03371701389551163","0.03371701389551163","0.03371701389551163"
"645120","629","629","629","0.04521527886390686","0.04521527886390686","0.04521527886390686","","","","","","","","","","","",""
"645384","","","","","","","","","","","","","646","646","646","0.04402387887239456","0.04402387887239456","0.04402387887239456"
"650240","634","634","634","0.03361392021179199","0.03361392021179199","0.03361392021179199","","","","","","","","","","","",""
"657076","","","","","","","","","","","","","658","658","658","0.041850101202726364","0.041850101202726364","0.041850101202726364"
"657408","641","641","641","0.02323777601122856","0.02323777601122856","0.02323777601122856","","","","","","","","","","","",""
"659144","","","","","","","699","699","699","0.07372725754976273","0.07372725754976273","0.07372725754976273","","","","","",""
"659924","","","","","","","","","","","","","661","661","661","0.036940544843673706","0.036940544843673706","0.036940544843673706"
"661972","","","","","","","","","","","","","663","663","663","0.032365068793296814","0.032365068793296814","0.032365068793296814"
"662004","","","","","","","702","702","702","0.10341895371675491","0.10341895371675491","0.10341895371675491","","","","","",""
"662528","646","646","646","0.027327369898557663","0.027327369898557663","0.027327369898557663","","","","","","","","","","","",""
"663700","","","","","","","704","704","704","0.12242445349693298","0.12242445349693298","0.12242445349693298","","","","","",""
"663756","","","","","","","","","","","","","665","665","665","0.03370536118745804","0.03370536118745804","0.03370536118745804"
"666480","","","","","","","","","","","","","668","668","668","0.02319277450442314","0.02319277450442314","0.02319277450442314"
"668428","","","","","","","","","","","","","670","670","670","0.03317979723215103","0.03317979723215103","0.03317979723215103"
"669144","","","","","","","710","710","710","0.09885458648204803","0.09885458648204803","0.09885458648204803","","","","","",""
"670076","","","","","","","711","711","711","0.09219833463430405","0.09219833463430405","0.09219833463430405","","","","","",""
"671996","","","","","","","713","713","713","0.10583718866109848","0.10583718866109848","0.10583718866109848","","","","","",""
"674012","","","","","","","715","715","715","0.08618263900279999","0.08618263900279999","0.08618263900279999","","","","","",""
"676492","","","","","","","718","718","718","0.09785111248493195","0.09785111248493195","0.09785111248493195","","","","","",""
"680596","","","","","","","723","723","723","0.08957113325595856","0.08957113325595856","0.08957113325595856","","","","","",""
