"global_step","train-good_full_from_scratch_lr_3e5_beta_3 - _step","train-good_full_from_scratch_lr_3e5_beta_3 - _step__MIN","train-good_full_from_scratch_lr_3e5_beta_3 - _step__MAX","train-good_full_from_scratch_lr_3e5_beta_3 - losses/vf_loss","train-good_full_from_scratch_lr_3e5_beta_3 - losses/vf_loss__MIN","train-good_full_from_scratch_lr_3e5_beta_3 - losses/vf_loss__MAX","train-good_full_dataset_lr_3e6 - _step","train-good_full_dataset_lr_3e6 - _step__MIN","train-good_full_dataset_lr_3e6 - _step__MAX","train-good_full_dataset_lr_3e6 - losses/vf_loss","train-good_full_dataset_lr_3e6 - losses/vf_loss__MIN","train-good_full_dataset_lr_3e6 - losses/vf_loss__MAX","train-good_full_dataset_lr_3e4 - _step","train-good_full_dataset_lr_3e4 - _step__MIN","train-good_full_dataset_lr_3e4 - _step__MAX","train-good_full_dataset_lr_3e4 - losses/vf_loss","train-good_full_dataset_lr_3e4 - losses/vf_loss__MIN","train-good_full_dataset_lr_3e4 - losses/vf_loss__MAX"
"30251432","","","","","","","","","","","","","31525","31525","31525","0.1899271458387375","0.1899271458387375","0.1899271458387375"
"30251440","","","","","","","31620","31620","31620","0.09433908760547638","0.09433908760547638","0.09433908760547638","","","","","",""
"30253200","","","","","","","","","","","","","31527","31527","31527","0.25540247559547424","0.25540247559547424","0.25540247559547424"
"30254064","","","","","","","","","","","","","31528","31528","31528","0.25275424122810364","0.25275424122810364","0.25275424122810364"
"30256008","","","","","","","","","","","","","31530","31530","31530","0.22337178885936737","0.22337178885936737","0.22337178885936737"
"30256996","","","","","","","","","","","","","31531","31531","31531","0.209523543715477","0.209523543715477","0.209523543715477"
"30257180","","","","","","","31626","31626","31626","0.11452143639326096","0.11452143639326096","0.11452143639326096","","","","","",""
"30260948","","","","","","","31630","31630","31630","0.08051685988903046","0.08051685988903046","0.08051685988903046","","","","","",""
"30262952","","","","","","","31632","31632","31632","0.050572946667671204","0.050572946667671204","0.050572946667671204","","","","","",""
"30263936","","","","","","","31633","31633","31633","0.08728168904781342","0.08728168904781342","0.08728168904781342","","","","","",""
"30264924","","","","","","","31634","31634","31634","0.10758079588413239","0.10758079588413239","0.10758079588413239","","","","","",""
"30266908","","","","","","","31636","31636","31636","0.13537265360355377","0.13537265360355377","0.13537265360355377","","","","","",""
"30269440","29559","29559","29559","0.1305365413427353","0.1305365413427353","0.1305365413427353","","","","","","","","","","","",""
"30269744","","","","","","","","","","","","","31544","31544","31544","0.19623640179634094","0.19623640179634094","0.19623640179634094"
"30276608","29566","29566","29566","0.1679002195596695","0.1679002195596695","0.1679002195596695","","","","","","","","","","","",""
"30278392","","","","","","","","","","","","","31553","31553","31553","0.09508160501718521","0.09508160501718521","0.09508160501718521"
"30278656","29568","29568","29568","0.10488735139369965","0.10488735139369965","0.10488735139369965","","","","","","","","","","","",""
"30280236","","","","","","","","","","","","","31555","31555","31555","0.12272605299949646","0.12272605299949646","0.12272605299949646"
"30284516","","","","","","","31654","31654","31654","0.10443645715713501","0.10443645715713501","0.10443645715713501","","","","","",""
"30284800","29574","29574","29574","0.08234158158302307","0.08234158158302307","0.08234158158302307","","","","","","","","","","","",""
"30285104","","","","","","","","","","","","","31560","31560","31560","0.14759139716625214","0.14759139716625214","0.14759139716625214"
"30288464","","","","","","","31658","31658","31658","0.08810940384864807","0.08810940384864807","0.08810940384864807","","","","","",""
"30288984","","","","","","","","","","","","","31564","31564","31564","0.190373495221138","0.190373495221138","0.190373495221138"
"30289960","","","","","","","","","","","","","31565","31565","31565","0.2393801063299179","0.2393801063299179","0.2393801063299179"
"30292984","","","","","","","","","","","","","31568","31568","31568","0.23253430426120758","0.23253430426120758","0.23253430426120758"
"30293976","","","","","","","","","","","","","31569","31569","31569","0.27231594920158386","0.27231594920158386","0.27231594920158386"
"30294948","","","","","","","","","","","","","31570","31570","31570","0.2454277127981186","0.2454277127981186","0.2454277127981186"
"30298164","","","","","","","31668","31668","31668","0.147505521774292","0.147505521774292","0.147505521774292","","","","","",""
"30299136","29588","29588","29588","0.06805288791656494","0.06805288791656494","0.06805288791656494","","","","","","","","","","","",""
"30301156","","","","","","","31671","31671","31671","0.14845523238182068","0.14845523238182068","0.14845523238182068","","","","","",""
"30305876","","","","","","","31676","31676","31676","0.18658091127872467","0.18658091127872467","0.18658091127872467","","","","","",""
"30307632","","","","","","","","","","","","","31583","31583","31583","0.06728465110063553","0.06728465110063553","0.06728465110063553"
"30307756","","","","","","","31678","31678","31678","0.10059887170791626","0.10059887170791626","0.10059887170791626","","","","","",""
"30308352","29597","29597","29597","0.1398445963859558","0.1398445963859558","0.1398445963859558","","","","","","","","","","","",""
"30309376","29598","29598","29598","0.10007686167955399","0.10007686167955399","0.10007686167955399","","","","","","","","","","","",""
"30309588","","","","","","","","","","","","","31585","31585","31585","0.3124009370803833","0.3124009370803833","0.3124009370803833"
"30310612","","","","","","","","","","","","","31586","31586","31586","0.17298544943332672","0.17298544943332672","0.17298544943332672"
"30315444","","","","","","","","","","","","","31591","31591","31591","0.2131700962781906","0.2131700962781906","0.2131700962781906"
"30319904","","","","","","","31692","31692","31692","0.15850497782230377","0.15850497782230377","0.15850497782230377","","","","","",""
"30323712","29612","29612","29612","0.13978546857833862","0.13978546857833862","0.13978546857833862","","","","","","","","","","","",""
"30323888","","","","","","","31697","31697","31697","0.03837639465928078","0.03837639465928078","0.03837639465928078","","","","","",""
"30325456","","","","","","","31699","31699","31699","0.10015714168548584","0.10015714168548584","0.10015714168548584","","","","","",""
"30326812","","","","","","","","","","","","","31603","31603","31603","0.19429805874824524","0.19429805874824524","0.19429805874824524"
"30331124","","","","","","","31705","31705","31705","0.14322443306446075","0.14322443306446075","0.14322443306446075","","","","","",""
"30331724","","","","","","","","","","","","","31608","31608","31608","0.14330856502056122","0.14330856502056122","0.14330856502056122"
"30333012","","","","","","","31707","31707","31707","0.1711425483226776","0.1711425483226776","0.1711425483226776","","","","","",""
"30334712","","","","","","","","","","","","","31611","31611","31611","0.25658726692199707","0.25658726692199707","0.25658726692199707"
"30334976","29623","29623","29623","0.15925146639347076","0.15925146639347076","0.15925146639347076","","","","","","","","","","","",""
"30338536","","","","","","","","","","","","","31615","31615","31615","0.11667482554912567","0.11667482554912567","0.11667482554912567"
"30341480","","","","","","","","","","","","","31618","31618","31618","0.25188201665878296","0.25188201665878296","0.25188201665878296"
"30343312","","","","","","","","","","","","","31620","31620","31620","0.15333345532417297","0.15333345532417297","0.15333345532417297"
"30343592","","","","","","","31718","31718","31718","0.16665570437908173","0.16665570437908173","0.16665570437908173","","","","","",""
"30344192","29632","29632","29632","0.11833558231592178","0.11833558231592178","0.11833558231592178","","","","","","","","","","","",""
"30346504","","","","","","","31721","31721","31721","0.11062964797019958","0.11062964797019958","0.11062964797019958","","","","","",""
"30349220","","","","","","","","","","","","","31626","31626","31626","0.12138036638498306","0.12138036638498306","0.12138036638498306"
"30350544","","","","","","","31725","31725","31725","0.1307005137205124","0.1307005137205124","0.1307005137205124","","","","","",""
"30352952","","","","","","","","","","","","","31630","31630","31630","0.18181435763835907","0.18181435763835907","0.18181435763835907"
"30354432","29642","29642","29642","0.07034581899642944","0.07034581899642944","0.07034581899642944","","","","","","","","","","","",""
"30354900","","","","","","","","","","","","","31632","31632","31632","0.3188660740852356","0.3188660740852356","0.3188660740852356"
"30355924","","","","","","","","","","","","","31633","31633","31633","0.18596822023391724","0.18596822023391724","0.18596822023391724"
"30356196","","","","","","","31731","31731","31731","0.12659955024719238","0.12659955024719238","0.12659955024719238","","","","","",""
"30356936","","","","","","","","","","","","","31634","31634","31634","0.21602357923984528","0.21602357923984528","0.21602357923984528"
"30358892","","","","","","","","","","","","","31636","31636","31636","0.18611593544483185","0.18611593544483185","0.18611593544483185"
"30375540","","","","","","","31751","31751","31751","0.10326094925403595","0.10326094925403595","0.10326094925403595","","","","","",""
"30376412","","","","","","","","","","","","","31654","31654","31654","0.2482825368642807","0.2482825368642807","0.2482825368642807"
"30377524","","","","","","","31753","31753","31753","0.12608185410499573","0.12608185410499573","0.12608185410499573","","","","","",""
"30378528","","","","","","","31754","31754","31754","0.0917387455701828","0.0917387455701828","0.0917387455701828","","","","","",""
"30379540","","","","","","","31755","31755","31755","0.12782342731952667","0.12782342731952667","0.12782342731952667","","","","","",""
"30380208","","","","","","","","","","","","","31658","31658","31658","0.24648374319076538","0.24648374319076538","0.24648374319076538"
"30381056","29668","29668","29668","0.19485673308372498","0.19485673308372498","0.19485673308372498","","","","","","","","","","","",""
"30383360","","","","","","","31759","31759","31759","0.07825075834989548","0.07825075834989548","0.07825075834989548","","","","","",""
"30385204","","","","","","","31761","31761","31761","0.11988943815231323","0.11988943815231323","0.11988943815231323","","","","","",""
"30386228","","","","","","","","","","","","","31664","31664","31664","0.27748411893844604","0.27748411893844604","0.27748411893844604"
"30389864","","","","","","","","","","","","","31668","31668","31668","0.3041119873523712","0.3041119873523712","0.3041119873523712"
"30392128","","","","","","","31768","31768","31768","0.16804376244544983","0.16804376244544983","0.16804376244544983","","","","","",""
"30392812","","","","","","","","","","","","","31671","31671","31671","0.13792207837104797","0.13792207837104797","0.13792207837104797"
"30393152","","","","","","","31769","31769","31769","0.12244097888469696","0.12244097888469696","0.12244097888469696","","","","","",""
"30393344","29680","29680","29680","0.15723900496959686","0.15723900496959686","0.15723900496959686","","","","","","","","","","","",""
"30394176","","","","","","","31770","31770","31770","0.15431074798107147","0.15431074798107147","0.15431074798107147","","","","","",""
"30396416","29683","29683","29683","0.10445830225944519","0.10445830225944519","0.10445830225944519","","","","","","","","","","","",""
"30397824","","","","","","","","","","","","","31676","31676","31676","0.25336676836013794","0.25336676836013794","0.25336676836013794"
"30399844","","","","","","","","","","","","","31678","31678","31678","0.14480465650558472","0.14480465650558472","0.14480465650558472"
"30407704","","","","","","","31784","31784","31784","0.15786999464035034","0.15786999464035034","0.15786999464035034","","","","","",""
"30413640","","","","","","","","","","","","","31692","31692","31692","0.16703130304813385","0.16703130304813385","0.16703130304813385"
"30415872","29702","29702","29702","0.09974993765354156","0.09974993765354156","0.09974993765354156","","","","","","","","","","","",""
"30417736","","","","","","","","","","","","","31696","31696","31696","0.24808529019355774","0.24808529019355774","0.24808529019355774"
"30417920","29704","29704","29704","0.11102411150932312","0.11102411150932312","0.11102411150932312","","","","","","","","","","","",""
"30418748","","","","","","","","","","","","","31697","31697","31697","0.21931131184101105","0.21931131184101105","0.21931131184101105"
"30420540","","","","","","","","","","","","","31699","31699","31699","0.12487742304801941","0.12487742304801941","0.12487742304801941"
"30420756","","","","","","","31797","31797","31797","0.11508111655712128","0.11508111655712128","0.11508111655712128","","","","","",""
"30420992","29707","29707","29707","0.1481003314256668","0.1481003314256668","0.1481003314256668","","","","","","","","","","","",""
"30421732","","","","","","","31798","31798","31798","0.17354857921600342","0.17354857921600342","0.17354857921600342","","","","","",""
"30425088","29711","29711","29711","0.13029849529266357","0.13029849529266357","0.13029849529266357","","","","","","","","","","","",""
"30426020","","","","","","","","","","","","","31705","31705","31705","0.349054217338562","0.349054217338562","0.349054217338562"
"30426212","","","","","","","31803","31803","31803","0.196874737739563","0.196874737739563","0.196874737739563","","","","","",""
"30427136","29713","29713","29713","0.11316823959350586","0.11316823959350586","0.11316823959350586","","","","","","","","","","","",""
"30427984","","","","","","","","","","","","","31707","31707","31707","0.2160535752773285","0.2160535752773285","0.2160535752773285"
"30430208","29716","29716","29716","0.23335213959217072","0.23335213959217072","0.23335213959217072","","","","","","","","","","","",""
"30434304","29720","29720","29720","0.16146233677864075","0.16146233677864075","0.16146233677864075","","","","","","","","","","","",""
"30434724","","","","","","","31812","31812","31812","0.05649404227733612","0.05649404227733612","0.05649404227733612","","","","","",""
"30436676","","","","","","","31814","31814","31814","0.12020421028137207","0.12020421028137207","0.12020421028137207","","","","","",""
"30438272","","","","","","","","","","","","","31718","31718","31718","0.281086266040802","0.281086266040802","0.281086266040802"
"30441036","","","","","","","","","","","","","31721","31721","31721","0.11519783735275269","0.11519783735275269","0.11519783735275269"
"30441660","","","","","","","31819","31819","31819","0.08818286657333374","0.08818286657333374","0.08818286657333374","","","","","",""
"30444560","","","","","","","31822","31822","31822","0.12087696045637131","0.12087696045637131","0.12087696045637131","","","","","",""
"30444856","","","","","","","","","","","","","31725","31725","31725","0.12572452425956726","0.12572452425956726","0.12572452425956726"
"30449432","","","","","","","31827","31827","31827","0.1464250385761261","0.1464250385761261","0.1464250385761261","","","","","",""
"30450688","29736","29736","29736","0.10863348096609116","0.10863348096609116","0.10863348096609116","","","","","","","","","","","",""
"30450764","","","","","","","","","","","","","31731","31731","31731","0.26136142015457153","0.26136142015457153","0.26136142015457153"
"30451712","29737","29737","29737","0.11876492947340012","0.11876492947340012","0.11876492947340012","","","","","","","","","","","",""
"30456516","","","","","","","31834","31834","31834","0.17958873510360718","0.17958873510360718","0.17958873510360718","","","","","",""
"30470636","","","","","","","","","","","","","31751","31751","31751","0.23173090815544128","0.23173090815544128","0.23173090815544128"
"30471168","29756","29756","29756","0.1384170800447464","0.1384170800447464","0.1384170800447464","","","","","","","","","","","",""
"30472556","","","","","","","","","","","","","31753","31753","31753","0.0755835771560669","0.0755835771560669","0.0755835771560669"
"30473540","","","","","","","","","","","","","31754","31754","31754","0.2867989242076874","0.2867989242076874","0.2867989242076874"
"30474484","","","","","","","","","","","","","31755","31755","31755","0.16390930116176605","0.16390930116176605","0.16390930116176605"
"30475672","","","","","","","31854","31854","31854","0.10040076076984406","0.10040076076984406","0.10040076076984406","","","","","",""
"30477608","","","","","","","31856","31856","31856","0.15121813118457794","0.15121813118457794","0.15121813118457794","","","","","",""
"30478344","","","","","","","","","","","","","31759","31759","31759","0.16683968901634216","0.16683968901634216","0.16683968901634216"
"30480328","","","","","","","","","","","","","31761","31761","31761","0.2125503271818161","0.2125503271818161","0.2125503271818161"
"30481372","","","","","","","31860","31860","31860","0.10253114253282547","0.10253114253282547","0.10253114253282547","","","","","",""
"30482432","29767","29767","29767","0.14098960161209106","0.14098960161209106","0.14098960161209106","","","","","","","","","","","",""
"30483456","29768","29768","29768","0.08666741847991943","0.08666741847991943","0.08666741847991943","","","","","","","","","","","",""
"30484332","","","","","","","31863","31863","31863","0.08240722864866257","0.08240722864866257","0.08240722864866257","","","","","",""
"30485504","29770","29770","29770","0.17856858670711517","0.17856858670711517","0.17856858670711517","","","","","","","","","","","",""
"30486956","","","","","","","","","","","","","31768","31768","31768","0.12106364965438843","0.12106364965438843","0.12106364965438843"
"30487552","29772","29772","29772","0.1379707157611847","0.1379707157611847","0.1379707157611847","","","","","","","","","","","",""
"30487836","","","","","","","","","","","","","31769","31769","31769","0.15376846492290497","0.15376846492290497","0.15376846492290497"
"30488704","","","","","","","","","","","","","31770","31770","31770","0.1901637762784958","0.1901637762784958","0.1901637762784958"
"30489200","","","","","","","31868","31868","31868","0.13697020709514618","0.13697020709514618","0.13697020709514618","","","","","",""
"30492452","","","","","","","","","","","","","31774","31774","31774","0.11767015606164932","0.11767015606164932","0.11767015606164932"
"30501972","","","","","","","","","","","","","31784","31784","31784","0.19444072246551514","0.19444072246551514","0.19444072246551514"
"30507728","","","","","","","31887","31887","31887","0.10295325517654419","0.10295325517654419","0.10295325517654419","","","","","",""
"30512128","29796","29796","29796","0.10554444789886475","0.10554444789886475","0.10554444789886475","","","","","","","","","","","",""
"30512508","","","","","","","31892","31892","31892","0.09081266820430756","0.09081266820430756","0.09081266820430756","","","","","",""
"30513524","","","","","","","31893","31893","31893","0.16412629187107086","0.16412629187107086","0.16412629187107086","","","","","",""
"30514288","","","","","","","","","","","","","31797","31797","31797","0.23526175320148468","0.23526175320148468","0.23526175320148468"
"30515200","29799","29799","29799","0.11943905055522919","0.11943905055522919","0.11943905055522919","","","","","","","","","","","",""
"30515216","","","","","","","","","","","","","31798","31798","31798","0.2318137288093567","0.2318137288093567","0.2318137288093567"
"30516532","","","","","","","31896","31896","31896","0.13650722801685333","0.13650722801685333","0.13650722801685333","","","","","",""
"30517548","","","","","","","31897","31897","31897","0.15429946780204773","0.15429946780204773","0.15429946780204773","","","","","",""
"30519296","29803","29803","29803","0.18579018115997314","0.18579018115997314","0.18579018115997314","","","","","","","","","","","",""
"30519920","","","","","","","","","","","","","31803","31803","31803","0.23357446491718292","0.23357446491718292","0.23357446491718292"
"30522172","","","","","","","31902","31902","31902","0.08383788168430328","0.08383788168430328","0.08383788168430328","","","","","",""
"30523176","","","","","","","31903","31903","31903","0.08602483570575714","0.08602483570575714","0.08602483570575714","","","","","",""
"30524976","","","","","","","31905","31905","31905","0.08991426229476929","0.08991426229476929","0.08991426229476929","","","","","",""
"30527816","","","","","","","31908","31908","31908","0.08794381469488144","0.08794381469488144","0.08794381469488144","","","","","",""
"30528376","","","","","","","","","","","","","31812","31812","31812","0.11702045798301697","0.11702045798301697","0.11702045798301697"
"30530364","","","","","","","","","","","","","31814","31814","31814","0.15741851925849915","0.15741851925849915","0.15741851925849915"
"30535176","","","","","","","","","","","","","31819","31819","31819","0.21574667096138","0.21574667096138","0.21574667096138"
"30537128","","","","","","","","","","","","","31821","31821","31821","0.21182897686958313","0.21182897686958313","0.21182897686958313"
"30538076","","","","","","","","","","","","","31822","31822","31822","0.1907462328672409","0.1907462328672409","0.1907462328672409"
"30542648","","","","","","","","","","","","","31827","31827","31827","0.2429269403219223","0.2429269403219223","0.2429269403219223"
"30543272","","","","","","","31924","31924","31924","0.09751933813095093","0.09751933813095093","0.09751933813095093","","","","","",""
"30544256","","","","","","","31925","31925","31925","0.14522720873355865","0.14522720873355865","0.14522720873355865","","","","","",""
"30549496","","","","","","","","","","","","","31834","31834","31834","0.25795087218284607","0.25795087218284607","0.25795087218284607"
"30554112","29837","29837","29837","0.12023133784532547","0.12023133784532547","0.12023133784532547","","","","","","","","","","","",""
"30556944","","","","","","","31938","31938","31938","0.11408215761184692","0.11408215761184692","0.11408215761184692","","","","","",""
"30562876","","","","","","","","","","","","","31848","31848","31848","0.2845216393470764","0.2845216393470764","0.2845216393470764"
"30564816","","","","","","","","","","","","","31850","31850","31850","0.1707039773464203","0.1707039773464203","0.1707039773464203"
"30568480","","","","","","","","","","","","","31854","31854","31854","0.25146377086639404","0.25146377086639404","0.25146377086639404"
"30570416","","","","","","","","","","","","","31856","31856","31856","0.22552943229675293","0.22552943229675293","0.22552943229675293"
"30574204","","","","","","","","","","","","","31860","31860","31860","0.16586871445178986","0.16586871445178986","0.16586871445178986"
"30575616","29858","29858","29858","0.1712455153465271","0.1712455153465271","0.1712455153465271","","","","","","","","","","","",""
"30576200","","","","","","","","","","","","","31862","31862","31862","0.27075064182281494","0.27075064182281494","0.27075064182281494"
"30577152","","","","","","","","","","","","","31863","31863","31863","0.17833715677261353","0.17833715677261353","0.17833715677261353"
"30578688","29861","29861","29861","0.13611558079719543","0.13611558079719543","0.13611558079719543","","","","","","","","","","","",""
"30581564","","","","","","","31963","31963","31963","0.1266920268535614","0.1266920268535614","0.1266920268535614","","","","","",""
"30581760","29864","29864","29864","0.16648995876312256","0.16648995876312256","0.16648995876312256","","","","","","","","","","","",""
"30581956","","","","","","","","","","","","","31868","31868","31868","0.118232861161232","0.118232861161232","0.118232861161232"
"30583580","","","","","","","31965","31965","31965","0.13404694199562073","0.13404694199562073","0.13404694199562073","","","","","",""
"30591584","","","","","","","31973","31973","31973","0.1357003152370453","0.1357003152370453","0.1357003152370453","","","","","",""
"30598044","","","","","","","","","","","","","31885","31885","31885","0.26895248889923096","0.26895248889923096","0.26895248889923096"
"30599408","","","","","","","31981","31981","31981","0.1057252287864685","0.1057252287864685","0.1057252287864685","","","","","",""
"30599908","","","","","","","","","","","","","31887","31887","31887","0.22596529126167297","0.22596529126167297","0.22596529126167297"
"30600400","","","","","","","31982","31982","31982","0.05490371957421303","0.05490371957421303","0.05490371957421303","","","","","",""
"30601396","","","","","","","31983","31983","31983","0.13145053386688232","0.13145053386688232","0.13145053386688232","","","","","",""
"30602240","29884","29884","29884","0.08948245644569397","0.08948245644569397","0.08948245644569397","","","","","","","","","","","",""
"30604840","","","","","","","","","","","","","31892","31892","31892","0.2694301903247833","0.2694301903247833","0.2694301903247833"
"30605792","","","","","","","","","","","","","31893","31893","31893","0.2685464322566986","0.2685464322566986","0.2685464322566986"
"30608796","","","","","","","","","","","","","31896","31896","31896","0.18756866455078125","0.18756866455078125","0.18756866455078125"
"30609764","","","","","","","","","","","","","31897","31897","31897","0.19928279519081116","0.19928279519081116","0.19928279519081116"
"30611372","","","","","","","31993","31993","31993","0.13606487214565277","0.13606487214565277","0.13606487214565277","","","","","",""
"30614412","","","","","","","","","","","","","31902","31902","31902","0.10506360232830048","0.10506360232830048","0.10506360232830048"
"30615284","","","","","","","31997","31997","31997","0.10323137789964676","0.10323137789964676","0.10323137789964676","","","","","",""
"30615420","","","","","","","","","","","","","31903","31903","31903","0.23810222744941711","0.23810222744941711","0.23810222744941711"
"30617416","","","","","","","","","","","","","31905","31905","31905","0.2660136818885803","0.2660136818885803","0.2660136818885803"
"30618416","","","","","","","","","","","","","31906","31906","31906","0.2390068769454956","0.2390068769454956","0.2390068769454956"
"30620452","","","","","","","","","","","","","31908","31908","31908","0.2928067445755005","0.2928067445755005","0.2928067445755005"
"30621864","","","","","","","32004","32004","32004","0.16638928651809692","0.16638928651809692","0.16638928651809692","","","","","",""
"30622888","","","","","","","32005","32005","32005","0.11894549429416656","0.11894549429416656","0.11894549429416656","","","","","",""
"30626892","","","","","","","32009","32009","32009","0.11394508928060532","0.11394508928060532","0.11394508928060532","","","","","",""
"30630772","","","","","","","32013","32013","32013","0.13676166534423828","0.13676166534423828","0.13676166534423828","","","","","",""
"30636284","","","","","","","","","","","","","31924","31924","31924","0.14742758870124817","0.14742758870124817","0.14742758870124817"
"30637056","29918","29918","29918","0.08729357272386551","0.08729357272386551","0.08729357272386551","","","","","","","","","","","",""
"30637244","","","","","","","","","","","","","31925","31925","31925","0.29679322242736816","0.29679322242736816","0.29679322242736816"
"30638672","","","","","","","32021","32021","32021","0.10591983050107956","0.10591983050107956","0.10591983050107956","","","","","",""
"30639584","","","","","","","32022","32022","32022","0.18812355399131775","0.18812355399131775","0.18812355399131775","","","","","",""
"30642464","","","","","","","32025","32025","32025","0.09992770850658417","0.09992770850658417","0.09992770850658417","","","","","",""
"30649704","","","","","","","","","","","","","31938","31938","31938","0.18674048781394958","0.18674048781394958","0.18674048781394958"
"30657912","","","","","","","32041","32041","32041","0.13617590069770813","0.13617590069770813","0.13617590069770813","","","","","",""
"30659944","","","","","","","32043","32043","32043","0.12784981727600098","0.12784981727600098","0.12784981727600098","","","","","",""
"30661632","29942","29942","29942","0.19052278995513916","0.19052278995513916","0.19052278995513916","","","","","","","","","","","",""
"30673408","","","","","","","","","","","","","31963","31963","31963","0.13544265925884247","0.13544265925884247","0.13544265925884247"
"30675280","","","","","","","","","","","","","31965","31965","31965","0.18404170870780945","0.18404170870780945","0.18404170870780945"
"30675580","","","","","","","32059","32059","32059","0.08889748156070709","0.08889748156070709","0.08889748156070709","","","","","",""
"30677544","","","","","","","32061","32061","32061","0.10752758383750916","0.10752758383750916","0.10752758383750916","","","","","",""
"30679040","29959","29959","29959","0.12069707363843918","0.12069707363843918","0.12069707363843918","","","","","","","","","","","",""
"30679356","","","","","","","32063","32063","32063","0.0872301533818245","0.0872301533818245","0.0872301533818245","","","","","",""
"30682112","29962","29962","29962","0.22696897387504578","0.22696897387504578","0.22696897387504578","","","","","","","","","","","",""
"30682956","","","","","","","","","","","","","31973","31973","31973","0.19821742177009583","0.19821742177009583","0.19821742177009583"
"30685152","","","","","","","32069","32069","32069","0.11573243886232376","0.11573243886232376","0.11573243886232376","","","","","",""
"30686072","","","","","","","32070","32070","32070","0.10164949297904968","0.10164949297904968","0.10164949297904968","","","","","",""
"30686208","29966","29966","29966","0.13749147951602936","0.13749147951602936","0.13749147951602936","","","","","","","","","","","",""
"30687076","","","","","","","32071","32071","32071","0.12379930913448334","0.12379930913448334","0.12379930913448334","","","","","",""
"30688256","29968","29968","29968","0.08369595557451248","0.08369595557451248","0.08369595557451248","","","","","","","","","","","",""
"30689816","","","","","","","32074","32074","32074","0.12525324523448944","0.12525324523448944","0.12525324523448944","","","","","",""
"30690812","","","","","","","","","","","","","31981","31981","31981","0.24958062171936035","0.24958062171936035","0.24958062171936035"
"30691780","","","","","","","","","","","","","31982","31982","31982","0.18967360258102417","0.18967360258102417","0.18967360258102417"
"30692796","","","","","","","","","","","","","31983","31983","31983","0.2108510285615921","0.2108510285615921","0.2108510285615921"
"30695424","29975","29975","29975","0.17612233757972717","0.17612233757972717","0.17612233757972717","","","","","","","","","","","",""
"30695472","","","","","","","32080","32080","32080","0.1510135978460312","0.1510135978460312","0.1510135978460312","","","","","",""
"30696380","","","","","","","32081","32081","32081","0.1146983876824379","0.1146983876824379","0.1146983876824379","","","","","",""
"30699520","29979","29979","29979","0.19586612284183502","0.19586612284183502","0.19586612284183502","","","","","","","","","","","",""
"30702564","","","","","","","","","","","","","31993","31993","31993","0.23345139622688293","0.23345139622688293","0.23345139622688293"
"30702592","29982","29982","29982","0.19414202868938446","0.19414202868938446","0.19414202868938446","","","","","","","","","","","",""
"30705024","","","","","","","32090","32090","32090","0.03972933068871498","0.03972933068871498","0.03972933068871498","","","","","",""
"30705932","","","","","","","32091","32091","32091","0.10503906011581421","0.10503906011581421","0.10503906011581421","","","","","",""
"30706332","","","","","","","","","","","","","31997","31997","31997","0.17121654748916626","0.17121654748916626","0.17121654748916626"
"30708736","29988","29988","29988","0.12304137647151947","0.12304137647151947","0.12304137647151947","","","","","","","","","","","",""
"30712384","","","","","","","32098","32098","32098","0.11526904255151749","0.11526904255151749","0.11526904255151749","","","","","",""
"30712960","","","","","","","","","","","","","32004","32004","32004","0.11639489233493805","0.11639489233493805","0.11639489233493805"
"30713928","","","","","","","","","","","","","32005","32005","32005","0.19812847673892975","0.19812847673892975","0.19812847673892975"
"30716012","","","","","","","32102","32102","32102","0.14584878087043762","0.14584878087043762","0.14584878087043762","","","","","",""
"30717940","","","","","","","","","","","","","32009","32009","32009","0.07177466154098511","0.07177466154098511","0.07177466154098511"
"30718940","","","","","","","32105","32105","32105","0.10141148418188095","0.10141148418188095","0.10141148418188095","","","","","",""
"30721808","","","","","","","","","","","","","32013","32013","32013","0.19087442755699158","0.19087442755699158","0.19087442755699158"
"30723660","","","","","","","32110","32110","32110","0.14747171103954315","0.14747171103954315","0.14747171103954315","","","","","",""
"30724096","30003","30003","30003","0.16002725064754486","0.16002725064754486","0.16002725064754486","","","","","","","","","","","",""
"30724596","","","","","","","32111","32111","32111","0.1613117754459381","0.1613117754459381","0.1613117754459381","","","","","",""
"30728192","30007","30007","30007","0.1161203384399414","0.1161203384399414","0.1161203384399414","","","","","","","","","","","",""
"30729312","","","","","","","","","","","","","32021","32021","32021","0.22758543491363525","0.22758543491363525","0.22758543491363525"
"30729340","","","","","","","32116","32116","32116","0.13609132170677185","0.13609132170677185","0.13609132170677185","","","","","",""
"30730312","","","","","","","","","","","","","32022","32022","32022","0.21103957295417786","0.21103957295417786","0.21103957295417786"
"30733280","","","","","","","","","","","","","32025","32025","32025","0.15941891074180603","0.15941891074180603","0.15941891074180603"
"30740480","30019","30019","30019","0.19579514861106873","0.19579514861106873","0.19579514861106873","","","","","","","","","","","",""
"30741148","","","","","","","32128","32128","32128","0.17858126759529114","0.17858126759529114","0.17858126759529114","","","","","",""
"30742528","30021","30021","30021","0.17186473309993744","0.17186473309993744","0.17186473309993744","","","","","","","","","","","",""
"30743644","","","","","","","","","","","","","32036","32036","32036","0.21216461062431335","0.21216461062431335","0.21216461062431335"
